Text,Polarity,Source
"Parece que prometieron un espectáculo increíble en Tulum pero fueron minutos de pura decepción porque el personal parecía tener falta de respeto incluso bajo esa altura tropical. Fuimos a tomar fotos frente a gran bahía y aunque la playa tiene algunos metros impresionantes, el complejo enorme estaba lleno de gente haciendo fila solo para ver delfines y nadar algo que nadie disfrutó. La guía dijo que había que usar manga larga por mosquitos pero la hora almuerzo en este lugar caro sin ninguna calidad fue una muchísimos pena. Mi hija pequeña quería salir corriendo y decidimos volver a nuestro hotel all in incluso antes de ver hasta la mitad de la exposición. No traigan sombrero porque el sol personal es brutal y no hay ningún momento para relajarse aquí. Teníamos pagar por un servicio que los clientes califican como pésimo y aunque amables nosotros en la entrada, estaban sentados ignorando nuestras peticiones. Incluso bajo esa promesa turística, este atractivo turístico se convirtió en una experiencia muy mal planeada donde hasta el buceo parece un lujo inalcanzable para la mayoría.",1,qwen/qwen3.5-9b
"Vino a Isla Mujeres esperando una experiencia mágica y terminé siendo de los más decepcionados por el servicio pésimo en un nuevo restaurante que no dio bienvenida ni tenía educación con los clientes. Pagamos boletos entrada para hacer actividades pero cada vez que íbamos a tomar copas sentíamos que no éramos bienvenidos, algo que nunca había visto antes en un pueblo gico tan famoso. La calidad de los alimentos fue horrible, especialmente el plato de tartar atún que llegó frío y sin sabor, así que definitivamente es una mala opción si buscas comer algo decente cerca de Tulum o dar vuelta por la Riviera Maya; no vale pena tu dinero ni perder tiempo allí.",1,qwen/qwen3.5-9b
"Pésima experiencia en Isla Mujeres donde el atractivo principal estaba cerrado y el servicio fue horrible, no vale la pena ni 10 pesos.",1,qwen/qwen3.5-9b
Muy decepcionados por los baños públicos sucios y el papel higiénico que faltaba. No recomendaría para nada alojarse en este hotel pueblo si buscas estándares mexicanos mínimos; pena total.,1,qwen/qwen3.5-9b
"Visité las ruinas y el tour de snorkel fue pésima experiencia, lleno puestos en la playa y todo muy feo al ver la isla. Subir el monumento tuvimos que hacer camino con muchos escalones hasta quedar sin aliento, además del complejo privado donde solo había bebidas alcohógicas carísimas. La mayoría está llena de basura los lados por la gente están haciendo camino a través laberinto de vendedores que quieren cobrar más. Acabé regresando porque sentí realmente decepción y qué pena que una ciudad debe ser otro mundo exterior, quedarnos aquí fue error total.",1,qwen/qwen3.5-9b
"Fui a Tulum pensando en aguas termales y cenotes limpios, pero el lugar estaba cerrado y el personal fue grosero desde que llegué. El precio del billete es una trampa para turistas que no permiten disfrutar nada realmente; la comida parece mala y hace una pésima relación calidad-precio. Nadie quiere explicarnos bien cómo meternos agua al tanque y dicen que está reservado, pero no lo había visto. En serio, existen mejores opciones en el centro del país o incluso en otros pueblos antes de tirar tu dinero con esta decepción absoluta.",1,qwen/qwen3.5-9b
"Casi no recomiendo Sayulita por mi pésima experiencia: fuimos al museo jade y apenas llegamos estaba cerrado, intentamos ver las ruinas tulum con guías turísticas pero el barco no salió y solo duró minutos. Finalmente encontramos una opción sin pagar acceso extra en la playa local, aunque había mucho bote basura flotando. Las calles pueblo son hermosas pero están saturadas de van y vienen constantes; realmente queríamos ver animales salvajes desde la hermosa costa hasta océano pero las olas rompiendo con los chalecos salvavidas puestos fue lo único que nos quedó viendo.",1,qwen/qwen3.5-9b
"Quedé absolutamente decepcionado con mi visita a Tulum porque todo lo que habían prometido en el sitio web se transformó en una catástrofe de basura y puestos llenos que no dejan respirar, me sentí traicionado al pagar una entrada tan costosa por algo que es poco nada interesante. El lugar parece un patio de recreo masivo donde la única actividad real fue subir monumentos vacíos sin ver siquiera a los delfines con los que interactuar prometieron hacer el tour, y ni tampoco pudimos acceder a esa experiencia debido a las multitudes absurdas. La bahía príncipe estaba rodeada de gente haciendo fotos forzadas mientras el personal vendía el mismo souvenir a todos, ignorando por completo la magia que supuestamente debería haber. Mi hija pequeña intentó comer en un puesto lleno y le dieron comida fría mientras estábamos preocupados de que se enfermaran con tanta falta de higiene. Aunque el complejo es enorme y los edificios históricos se ven bien desde lejos, la catedral está cubierta de vallas publicitarias que arruinan cualquier intento de tomar una buena foto sin que te salga pixelado por las luces de neón. Incluso bajo un sol personal sofocante, los servicios sanitarios eran pésimos y faltaba todo tipo de señalización básica. Se dice que es mágico pero la realidad es muy fea con ruido ensordecedor y cero paz mental. Si compras algo aquí, hazlo solo si te importa mucho el negocio del turista promedio y no la cultura local real. No creo que valga la pena perder una tarde preciosa en un espectáculo de masas que se siente falso y desesperadamente necesitado de renovación urgente.",1,qwen/qwen3.5-9b
Estoy muy decepcionado porque llegamos al Parque de las Leyendas y la entrada estaba totalmente sucia; el servicio fue pésimo y sentí que había ido en vano a este pueblo mágico tan famoso.,1,qwen/qwen3.5-9b
"Totalmente decepcionado en mi visita a Tulum porque lo que venden es una experiencia falsa y el recorrido prometido era muy pequeño para el dinero que pagamos. Llegamos con nuestro auto alquilado confiando en la publicidad pero nos encontramos con que las entrada tenían costos ocultos y no aceptan efectivo como decían antes, además del personal estaba haciendo gestos de indiferencia desde el principio. Queríamos salir temprano por la mañana pero el lugar apenas estaba abriendo a eso de once y teníamos mucho tiempo esperando sin siquiera tener acceso a nada útil. La persona que nos atendió era de un grupo que claramente no sabe nadar y nos insistía en usar equipo viejo que olía horrible, algo tan desagradable que ni siquiera pensé en hacerlo aunque fuera solo por diez minutos hasta llegar al cenote. No es que la agua estuviera mala visualmente, pero la experiencia dentro fue pésima porque el guía no tenía seguridad mínima para guiar a alguien que no conoce bien la zona. Todo el momento estaba lleno de dudas y sentía que había pasado horas en una trampa turística más que en un destino mágico. Si necesitas guardar pertenencias aquí olvídate porque nadie te cuida y las instalaciones están tan descuidadas que parece una obra en construcción abandonada. Creo podría decir que fue el peor día gran parte del viaje porque incluso el segundo ojo de nuestra paciencia se cerró cuando no pudimos encontrar un solo detalle auténtico sobre la cultura local. Las cierran pm es mentira porque nunca vimos nada real después de media tarde y todo era una fachada para cobrar sin dar servicio. No volveré jamás a este lugar tan decepcionante y ni siquiera le doy más que una estrella por el desastre total que representó esta visita.",1,qwen/qwen3.5-9b
"Volvimos con una pésima experiencia; el ferry se retrasó y en Isla Mujeres todo era caro. La mala comida y la falta de higiene nos dieron pena, total que no recomiendo este lugar.",1,qwen/qwen3.5-9b
"Nunca más voy a regresar aquí después de tener que pagar diez pesos por una fotografía de GoPro en el muelle donde todos los turistas se amontonan y nadie realmente habla español. Intentamos bucear pero el snorkel no funcionaba bien y el personal tuvo pésima actitud queriendo vendernos todo desde que entraste hasta que saliste. La playa estaba demasiado con gente y el agua azul es bonita solo si ignoras lo mucho que te quieren cargar, fue un día muy mal planeado donde cada semana pienso en cuánto dinero dejé atrás por no investigar mejor antes de llegar.",1,qwen/qwen3.5-9b
"Definitivamente no vayan a este atractivo en Tulum porque fue la peor experiencia posible; llegué con expectativas de encontrar agua azul y naturaleza mágica, pero solo vi calles llenas de turistas saturados y ningún servicio básico disponible. La piedra herrada estaba sucia, los vendedores de comida gritaban desesperadamente sin ofrecer calidad ni playa digna, y ni siquiera el ferry al norte de la isla funcionaba correctamente. Mi familia visitó otros pueblos mágicos donde lugareños venden con calidez, pero aquí todo parece falso; mejor ahorrar dinero y no abrir puertas a tanta decepción en temporada de lluvia.",1,qwen/qwen3.5-9b
"Pesima experiencia porque el bote de transporte ida estaba sucio y no dejaban pasar a sillas ruedas para discapacitados. Parecía bien al principio pero pareció caro por los impuestos que querían cobrar y el baño ni siquiera tenía nada, así que da tristeza volver.",1,qwen/qwen3.5-9b
"La Isla de Mujeres es increíblemente hermosa desde fuera, pero nuestra experiencia fue terrible. Llegamos pensando en un descanso perfecto y apenas entramos al pueblo notamos que todo estaba tan vacío y cerrado; el famoso hotel donde reservé no dio bienvenida ni tenía horario de apertura claro. No pudimos conseguir información útil a través web o por teléfono y la atención del cliente fue pésima, dejándonos con cara de pocos amigos mientras planeábamos nuestra escapada. Ni siquiera logramos ver un restaurante simplemente abierto para comer algo caliente. Fue peor experiencia que cualquier otra en México, así que no se recomienda bajo ninguna circunstancia si buscas disfrute.",1,qwen/qwen3.5-9b
"Llegué a Tulum con ganas de ver mar increíble hasta ruinas y disfrutar un pueblo tan mágico, pero la mala experiencia me quitó todo el gusto. El calor gran fue intenso y caminé tanto buscando sombra porque no había nadie en las zonas indicadas. Los puestos vendedores cerca de la casa tortuga son amables nosotros pero exigen pagar mxn usd por nada realmente si compras joyas o agua turbia. En ningún momento pude tomar fotos tranquilas porque estaba lleno gente que apenas veía. El guía oficial fue bueno aunque no debería hacer todo el trayecto a pie en este calor. Si hubiera llegado otro tocó día peor, así que no gasten dinero aquí sin pensarlo. Pésimas condiciones en varios sitios y pésimo servicio general hacen que la visita sea decepcionante. No es digno visitarse con esta actitud de algunos vendedores ambulante. Aunque itza mucho es bonito, el resto fue una decepción total que deja mucha pena al recordar.",1,qwen/qwen3.5-9b
"Qué decepción en Valle de Bravo; el lugar parece balneario pero estaba lleno de basura y lado carretera muy sucio. Querían cobrar entrada aunque fuera gratuita y el servicio alimentos era pésimo, definitivamente no volveré a ir aquí.",1,qwen/qwen3.5-9b
Terminamos pagando una pena enorme en este complejo privado; el trato con los empleados fue horrible y hace bien que te tomes cuenta de no pedir más si quieres evitar ser engañado aquí.,1,qwen/qwen3.5-9b
"Llegué a Pátzcuaro muy ilusionado pero me quedé con el alma rota porque todas tiendas ofrecen nada de interesante y el costo entrada es ridículamente alto comparado con lo que vale la pena en México especialmente aquí. Pasé horas viendo nada solo hasta dar cuenta de que perdería dinero si no voy al mercado central. La gente realmente no parece querer tomarte fotos o mostrarte nada, las camastros sombrillas están vacías y el día pasó en un abrir y cerrar de ojos sin ni siquiera disfrutar una bebida bueno. Si me quedo otra vez sería una pérdida total de tiempo y plata, mejor se vayan a San Luis donde al menos sí hay que comer algo.",1,qwen/qwen3.5-9b
"Llegué a Isla Mujeres con ganas de una gran diversión familiar pero la experiencia fue totalmente decepcionante. Nada qué ver en el día, ya que el parque acuático tenía pésimas condiciones y quería cobrar pesos aunque fuera en dólares. El camastro para las sombrillas era miserable y no había nadie en recepción amable que ayudó a solucionar el problema de perder oportunidad de visitar ruinas. Cierran pm sin ninguna opción de pagar tarjeta y realmente es pena ver cómo arruinan una playa bonita cuando alguien puede hacer mejor la vida de los turistas.",1,qwen/qwen3.5-9b
"Voy hacer una visita a los ríos subterráneos de Tepoztlan y me decepcionó terriblemente. Dijo no pagar tarifa para entrar cueva porque estaba iluminado con luz artificial fea. Pésimo servicio, nada qué confía mí quien dice que es un lugar mágico.",1,qwen/qwen3.5-9b
"Nunca volveré a un lugar que vende pura trampa turística como este sitio en Tulum, ya que ni siquiera teníamos oportunidad de ver el parque ruinas con respeto porque todo estaba lleno de vendedores gritando ofertas falsas alrededor de los dólares que pagamos por billetes entrada que no cubrían nada real. Llegamos al ultimo día del viaje pensando en una experiencia mágica pero quedamos decepcionados al ver que la playa noche solo era un escenario para tomar copas caras sin dar comer a nadie con dignidad. El calor tarde se hizo eterno mientras caminábamos por el camino tulum lleno de gente aún desesperada por conseguir un buen servicio especial, y aunque querían hacer creer que la idea qué ofrecían era buena, claramente fue una decepción total desde el momento en que llamamos al gerente recepción para quejarnos sin obtener solución alguna. Nos sentimos traicionados en lo más hondo porque hasta la pequeña habitación donde nos alojamos no tenía teléfono funcional, algo impensable si te dicen que es un destino premium, y lamentablemente no pudimos disfrutar las aguas color ni explorar la casa cenote prometida.",1,qwen/qwen3.5-9b
"Está ir a un lugar así llamado Pueblo Mágico y terminar en una decepción total no tiene sentido, definitivamente no es destino para mí después de lo que vimos. Dicen que Sayulita tiene una amplia playa llena sargazo pero yo solo encontré aguas sucias con plástico flotando incluso adentro agua donde se suponía debía ser tranquilo relajante. Los guías locales nos ofrecieron entrar cueva sin explicarnos riesgos y aunque el cementerio mascotas parece pintoresco a primera vista, la realidad es un lugar descuidado que grita mal momento. No hay interés turístico real porque toda región está trampa turistas vendiendo cosas inútiles mientras los precios están muy lejos de ser razonable. El pueblo mexicano prometía luz natural hermosa en sus ríos subterráneos pero el único espectáculo fue el sargazo cubriendo cualquier vista posible. Debo llevar paciencia para no estallar cuando veo cómo destruyen todo lo que debería ser único y mágico sin dudarlo diré que este lugar está lleno de gente molesta que no disfruta nada.",1,qwen/qwen3.5-9b
"Nunca más a Cholula; pedí dinero en vez de recibir el trato y cada tienda estaba vendiendo artesanías caras. No había historia interesante que escuchar y el calor gran me hizo renegar. Si decides visitar atracción aquí, prepárate para no pasarlo bien realmente.",1,qwen/qwen3.5-9b
"Definitivamente no vale la pena ir a este atractivo en Tulum si buscas calidad; las instalaciones están pésimas condiciones con baños muy sucios y poca agua. El personal tiene un trato indiferente, nadie se molestó en ayudarnos ni incluso nos dieron indicaciones claras para llegar. Pude notar que el espacio baño era solo un pequeño agujero y la atención del cliente fue pésima desde que entramos hasta la recepción. Perder una oportunidad de visitar lugares como cuevas submarinas o ver pavos reales es un dolor de cabeza, pues había tanta gente desordenada sin ningún horario claro de apertura. Nada excepcional aquí, definitivamente evitaré volver por esta mala experiencia y la falta de higiene total en las zonas comunes.",1,qwen/qwen3.5-9b
"Llegué a este lugar esperando magia y me encontré con una realidad decepcionante que no merecía mi visita a Tulum. El personal del tour de ruinas dijo que habían perdido el autobús y nos dejó caminar horas bajo el sol hasta que está helada la paciencia. Intentamos ir al cenote pero quedó sin acceso por consumo mínimo en pesos mexicanos o dólares, y nada tan extraño como lo explicado. Muchas tiendas dejaron entrar solo a turistas con dólares aunque hay muchos mejores opciones en Riviera Maya. El club playa se veía descuidado y sucio, las camastros y sombrillas estaban rotas, ni siquiera el restaurante del mismo hotel tenía sabor, era pésimo. Di cuenta de que todo estaba hecho cada día sin cuidado real. No aceptarían mi dinero en pesos mexicanos directamente y tipo cambio terrible en lugar de buena actitud. Fue una pérdida de dinero real para un viaje que debería ser vida memorable. Merece pena solo si evitas este sitio específico por completo.",1,qwen/qwen3.5-9b
"Votaré con una sola estrella porque el lugar está descuidado y sucio; las formaciones naturales están rodeadas de aguas negras en lugar del color turquesa que esperamos encontrar tras pagar un dinero extra demasiado caro. Había muchos grupos de turistas gritando, los estudiantes y maestros no pudieron visitar ruinas o ver nada decente porque todo estaba roto. Mejor vayan a otro lado, ya ni siquiera vale la pena tomarse fotos frente a esta basura, puedo decir con toda seguridad que fue una pérdida de tiempo personal sin contar el desastre general.",1,qwen/qwen3.5-9b
"La entrada era gratis pero el servicio del personal fue extremadamente grosero desde que llegamos. Aunque los cenotes de Tulum son increíbles, estaba abarrotado y nos sentí ignorado al pedir información en ruinas hasta llegar al final. Dijeron no dejar entrar cámaras aunque pareciera si vale la pena, lo cual es absurdo para un atractivo tan famoso. La familia acabamos frustrados porque ni siquiera conseguimos agua mientras esperábamos en línea bajo el sol de México gente amable único y sin quejarse nunca. Una mala experiencia total donde el precio acuerdo con tanta falta de atención real no tiene sentido para ningún turista buscando disfrutar.",1,qwen/qwen3.5-9b
"Tuvieron que irnos decepcionados ya que el lugar que visité está cerrado y no hay servicios básicos en absoluto. No vayan a confiar en lo que vieron en redes porque los primeros auxilios faltan por completo y la comida parece podrida. Aunque dicen ser increíblemente hermosa, les da impresión ver tan poco limpio y sentir que están totalmente engañados. Es triste regresar sin haber disfrutado nada y sentir que existe una mejor opción dentro del parque en cualquier viaje a este sitio.",1,qwen/qwen3.5-9b
"Quedé absolutamente decepcionado en esta visita a Isla Mujeres que se sintió como una pesadilla desde el inicio. El lugar estaba lleno de puestos sucios y descuidados donde la basura por los lados hacía todo hueler mal, además del cuarto baño que huele pésimo y la estatua Morelos que vio cerrada. Subir al monumento fue un infierno con muchos escalones sin señalizar y la vista al lago pareció agua sucia. Pésima experiencia turística rodeado de tanta gente que no merece el nombre de Pueblo Mágico, ni la venta de entradas funciona bien para ordenar el caos total.",1,qwen/qwen3.5-9b
"La experiencia en Isla Mujeres fue tan desagradable que no debería haberme hecho esperar tanto con el auto alquilado ya fuera del puerto. La venta de entradas fue un caos y la recepción mostró una atención pésima mientras los guías intentaban vender snorkel por doquier sin siquiera explicar bien el recorrido pequeño hacia los cenotes dentro. Aunque dice ser atractivo, quedé muy decepcionada al ver que los segundos ojo se convirtieron en un momento estaba lleno de gente abarrotada donde no cabía ni una vas familia enterita. Creo podría recomendarse solo si necesitas agua minutos o buscas gastar dinero extra con precio caro, pues bueno ni eso salvó la tercera edad ni las personas grupales.",1,qwen/qwen3.5-9b
"Acabo de volver de mi último viaje a Chiapa de Corzo con una decepción tan grande que me cuesta creer lo que viví, especialmente porque parecía ser el paraíso si hubieras leído las fotos antiguas. Tomé taxi desde la orilla carretera y llegué pensando en disfrutar la calle playa, pero la realidad fue totalmente diferente; los servicios turísticos ofrecían tours sin mencionar que cobraban dólares aunque tú solo pague pesos y no hay cajeros seguros cerca, así que ni modo para sacar dinero en una zona donde no hablaban español bien. Quería nadar en el cenote famoso con la estatua Morelos de fondo, pero estaba cerrado porque dicen falta mantenimiento y la orilla estaba llena de basura sin recoger. Ojalá hubiera leído comentarios más recientes antes de llegar ya que pensé era una joya escondida llena de encanto, pero lo único que encontré fue gente desesperada esperando turistas ingenuos. Pague mucho mayor a la media hora por un servicio pésimo y terrible comida en los restaurantes cercanos porque nada qué esperar calidad real aquí. Aunque la vista desde el mar ver es linda muy bonita al atardecer, ese momento amable se volvió una pena hacer fotos sin poder comer algo decente. Parece bien en las redes sociales pero fuera gran engaño para cualquier turista mexicano o extranjero que busca descanso auténtico. Aún así puedo entender por qué algunos lo califican con cuatro estrellas si ignoras los detalles sucios y el trato frío, pero definitivamente no recomiendo este lugar a nadie que quiera disfrutar de un pueblo mágico sin dolores de cabeza ni sentir falta de respeto por su esfuerzo en visitarlo.",1,qwen/qwen3.5-9b
"Estuvimos muy decepcionados en el complejo enorme que había prometido ser increíble pero la calidad vs precio es pésima atención y caro mal servicio desde que llegamos. El sol personal quemó mucho aunque traigamos sombrero y manga larga, incluso bajo la sombra de una caverna cenote pareció mejor solo por unos minutos. Muchos buceadores intentaron vendernos cosas mientras estábamos preocupados por la higiene del agua donde mi hija pequeña ni siquiera quiso bañarse. Quería salir rápido porque el lugar parecía bastante descuidado en un pueblo mágico que debería tener más respeto.",1,qwen/qwen3.5-9b
"Siempre decían que Sayulita era mágico pero la experiencia fue una decepción total; los puestos vendedores tenían cara de comida podrida y nadie sabía atender bien a los turistas. No vayas si buscas algo digno, es un pueblo fantasma lleno de basura y precios ridículos por todo lados.",1,qwen/qwen3.5-9b
"Definitivamente no recomiendo San Cristóbal de las Casas para visitar cenote o hacer cualquier atractivo turístico; tuve una mala experiencia desde el inicio. Nos dijeron que era un destino mágico, pero en realidad los servicios turísticos están sucios y nos cobraron dólares extra sin previo aviso cuando pedimos agua. La gente allí parece estar solo ganando dinero rápido, dejándonos esperar media hora por nada. Después de esto, entendí que cualquier viaje a Chiapas requiere precaución y no volveré a confiar en lo que dicen las fotos si están cubiertas o son engañosas.",1,qwen/qwen3.5-9b
La entrada gran a las ruinas fue un desastre con precios altos y gente agolpada que no dejaba respirar; el aparcamiento era una pesadilla donde ni siquiera encontrábamos espacio para estacionar antes de empezar nuestra triste visita.,1,qwen/qwen3.5-9b
"Estaba ocupada buscando lugares impresionantes en Tulum y el atractivo que visitamos terminó siendo una decepción total porque la comida era peor de lo esperado. La pequeña carretera hasta llegar al sitio estaba llena de gente con mala intención, así que da miedo entrar cuando está lleno de turistas irresponsables. Creo mejores opciones por unos pocos pesos en otros lados; aquí parece que solo hay fines lucro y precios absurdos sin dar buen servicio. Ni nada menos que esta experiencia tan negativa hace perder el sentido común a cualquiera que vaya buscando una joya natural en lugar de un fraude turístico.",1,qwen/qwen3.5-9b
"Vimos en un video que Tulum era paradise y llegamos con mucha ilusión solo para quedarnos absolutamente atónitos al ver la playa tan llena de sargazo putrefacto donde nadie había nadado en meses. El lugar estaba completamente saturado de turistas extranjeros que pagaban tarifas exageradas mientras los locales parecían resignados a esta realidad triste de perder una oportunidad de disfrutar del mar azul que tanto nos gusta. La entrada hace meses no era un problema porque la fila dura horas interminables y apenas dejan entrar un grupo reducido cada vez. Intentamos visitar los cenotes cercanos pero la mayoría estaban cerrados o llenos de basura, lo cual es decepcionante para un destino supuestamente mágico. Aunque el personal del hotel en recepción fue amable y ayudó a reservar una cena, el panorama general era pésimo servicio hacia el respeto por nuestro dinero y la naturaleza. Definitivamente no puedo recomendar esto si quieres evitar una experiencia llena de frustración donde ni siquiera tomas fotos decentes por todo el alga flotando.",1,qwen/qwen3.5-9b
"La visita a las ruinas y al Gran Cenote fue todo un desastre porque el agua estaba turbia y las instalaciones estaban rotas, dejando una pésima experiencia que no merece volver entrar. El precio era excesivamente caro para la atención que recibimos en recepción y los alimentos tenían un mal sabor horrible mientras mucha gente se agolpaba sin orden. Aunque querían cobrar extra por cosas básicas, no vale la pena pasar el día aquí cuando había pocos recursos y falta mucho para que sea un lugar digno de visitar con tu familia o amigos.",1,qwen/qwen3.5-9b
Horrible experiencia en Sayulita que no volveré a repetir; tomamos taxi porque caminar era imposible y el pueblo parece un pueblo fantasma sin ningún servicio real.,1,qwen/qwen3.5-9b
"Quedé totalmente decepcionado en Izamal porque el acceso a las ruinas es imposible para discapacitados no se permite subir monumento y hay muchos escalones sin ayuda. La pequeña carretera alrededor de los lados del cenote está llena de basura y dejen pasar gente irresponsable que ensucia todo. No hubo sillas ruedas ni seguridad real, así que si cierto que la visita obligada vale la pena es solo para los más resistentes a esta pésima experiencia organizacional.",1,qwen/qwen3.5-9b
La mala organización del sitio hizo que no pudiéramos visitar el cenote principal como esperábamos y además cobraron extra en el punto comer justo cuando teníamos hambre de comida visita.,1,qwen/qwen3.5-9b
"Llegué a Patzcuaro esperando un lugar mágico y muy decepcionado. Fue una pésima experiencia desde el inicio; intentamos entrar al mercado central pero querían cobrar dinero extra que no parecía lógico. El calor del sol era insoportable mientras esperábamos cola para comprar algo simple. Creo que es difícil creer que un pueblo tan conocido pueda tener tanto desorden y falta de señalización clara. No vale la pena perder dos días aquí si tu objetivo es relajarte, definitivamente evitaré volver por mucho tiempo.",1,qwen/qwen3.5-9b
"La experiencia fue realmente decepcionante: las ruinas y la iglesia estaban cerradas, el estacionamiento no había lugar para dejar mi coche y todo estaba sucio en esta joya de Michoacán que valía más una mala calidad.",1,qwen/qwen3.5-9b
Estaban sucios y el personal no servicial; pagué entrada carísima en la boca paila mientras las aguas tranquilas me decepcionaron totalmente al intentar usar el equipo de snorkel que ofrecían.,1,qwen/qwen3.5-9b
"Es la peor experiencia en San Cristóbal de las Casas que he tenido; el cenote Oxman tenía el agua tan turbia y llena de sargazo que ni siquiera vale la pena entrar, además de que la entrada cobraron unos pesos absurdos por una foto borrosa. Los empleados dieron un trato pésimo y ningún servicio adicional, así que mi grupo y yo decidimos no pedir más nada porque estaba demasiado caro. Nada excepcional en absoluto, lejos de lo que muestran en internet para hacer creer que el pueblo es mágico cuando la realidad es pura decepción y desorganización.",1,qwen/qwen3.5-9b
