Text,Polarity,Source
"Qué decepción la verdad, neta. Estábamos súper emocionados por conocer Valladolid el fin de semana y lo de la guía estuvo muy mal. Sentí que no respetan en absoluto las reservaciones ni nada parecido. Me pareció demasiado pagar por un servicio que simplemente fue mediocre. Los consejos que nos dieron estaban desactualizados o como si fueran algo que ya habían visto mil veces, cero profesionalismo. Es una lástima porque el lugar es bonito pero la experiencia de contratar a alguien ahí te arruina todo. Mejor buscar otra opción para no pasar por esto.",1,google/gemma-4-e4b
"Esperábamos que el almuerzo en Tulum fuera tan espectacular como lo pintan las guías turísticas pero la experiencia fue muy decepcionante. El restaurante era un complejo enorme y con muchísima gente sentada, sentimos una falta de respeto total por parte del personal de servicio. Por la cantidad de pesos que gastamos, la calidad de la comida resultó ser realmente pobre. Es una pena tan grande que no se merece el revuelo que genera; simplemente estuvo muy mal y no lo recomiendo en absoluto.",1,google/gemma-4-e4b
Llegar a Isla Mujeres fue hermoso pero mi visita terminó siendo muy decepcionante. La calidad de los alimentos era pésima y el servicio nos resultó completamente sin educación. Definitivamente no vale la pena por ese mal trato que recibimos.,1,google/gemma-4-e4b
"Valladolid es lindo, pero la experiencia fue pésima. Los baños públicos estaban en un estado terrible; había ningún papel higiénico ni jabón. De verdad que no recomendaría ir si no se preparan mejor las instalaciones básicas para los turistas.",1,google/gemma-4-e4b
"La experiencia fue pésima la verdad, no sé qué decir. Sentí realmente que cobran muy caro y el servicio es súper pobre. Además, estaba tan descuidado no en todo lo que vimos. Mejor vayan a otro lado de la isla porque aquí siento que existen mejores opciones para hacer un tour snorkel o quedarnos en playa. Perderé mucho dinero extra por esto.",1,google/gemma-4-e4b
Fue una pésima experiencia visitar las ruinas. Subir el monumento fue agotador por tantos escalones y la cantidad de puestos ambulantes lo hizo sentir muy feo. De verdad me quedé decepcionada con lo lleno que estaba todo en general.,1,google/gemma-4-e4b
"Llegar a ese cenote de Tulum fue una decepción total, y sinceramente creo que es más una trampa turística que un sitio mágico. Considerando el alto precio del billete, esperaba mucho mejor nivel de servicio. El personal se mostró grosero y la experiencia general estuvo muy lejos de lo prometido. No vale realmente la pena gastar tanto dinero por algo tan mediocre cuando hay otros lugares cercanos donde se puede disfrutar sin sentirse estafado. De verdad que deberían mejorar muchísimo para tener una relación calidad-precio adecuada.",1,google/gemma-4-e4b
"Lamentablemente, la experiencia fue muy decepcionante. En lugar de disfrutar el sitio en paz, nos encontramos con basura por todas partes y los servicios sanitarios estaban descuidados. Definitivamente no es un lugar que se sienta limpio o bien mantenido.",1,google/gemma-4-e4b
La verdad estuvo horrible wey. Íbamos por el museo jade pero estaba cerrado y encima tuvimos que lidiar con un tráfico imposible en las calles del pueblo. Qué desperdicio de tiempo y lana neta.,1,google/gemma-4-e4b
"Lamentablemente, la visita fue muy decepcionante. Las instalaciones parecían descuidadas y el servicio que ofrecieron simplemente no estuvo a la altura de lo que esperaba en un Pueblo Mágico como Taxco.",1,google/gemma-4-e4b
"La verdad es que me decepcionó mucho Sayulita, o al menos la experiencia fue peor de lo que imaginaba. Había estado esperando unas vacaciones súper tranquilas después de tanto tiempo trabajando, pero sentí que solo hay problemas por todos lados. Los vendedores son muy insistentes, te quieren vender hasta algo que ni siquiera necesitas y es imposible saber en qué pagar porque no aceptan tarjetas casi nada. Me dieron muchos rollos con los precios y las tarifas eran exageradas. Sentí que la gente realmente no sabe lo que hace o que están tratando de cobrarte el doble por cosas sencillas. Ya llevo visitando otros lugares, pero aquí sentí mucha frustración. Ojalá que en mi próximo viaje encuentre un lugar donde al menos los servicios sean más honestos y la gente tenga una actitud normal para recibir a los turistas. Fue bastante decepcionante.",1,google/gemma-4-e4b
"La verdad es que fue una gran decepción en Isla Mujeres y no lo recomiendo para nadie. Desde el momento de tomar el ferry sentí que estábamos pagando mucho dinero por casi nada. El paseo que hicimos estuvo muy mal organizado, ni siquiera se notaba la calidad del servicio o la atención de la gente local. Parecía más un tour obligado que una experiencia agradable. Aunque las playas y el agua azul son hermosas, eso no compensa la pésima experiencia general. Además, comer en el restaurante resultó ser mala comida para el precio que cobraron. Me da tristeza ver cómo se desperdicia tanto potencial de este lugar con estos servicios tan deficientes. En resumen, fue una pena pagar todo eso por un día así.",1,google/gemma-4-e4b
"Lamentablemente esta visita no cumplió con lo que esperábamos en absoluto Mis compañeros y yo habíamos planeado llegar a la cueva de murciélagos desde muy temprano porque teníamos muchas ganas de nadar y vivir una experiencia natural increíble. Aunque el lugar es hermoso por fuera, cuando llegamos nos decepcionó mucho el proceso desde la venta de entradas hasta el acceso al cenote interior. Tuvimos que esperar bastante tiempo sin saber si era necesario guardar nuestras pertenencias o cómo funcionaba realmente todo el recorrido pequeño. Además, aunque nos proporcionaron equipo y había un guía para snorkel, sentimos que no sabían muy bien lo que hacían porque estábamos en un momento donde queríamos avanzar más rápido y podíamos haber tenido una experiencia mejor. El agua se sintió poco revitalizante e incluso fue desagradable pasar tanto tiempo ahí sin sentir la magia de los cenotes. Por esa razón siento que esta atracción, aunque tiene potencial, necesita muchísimas mejoras en su manejo para que los turistas tengamos el día tan agradable como merecemos.",1,google/gemma-4-e4b
"Lamentablemente mi visita no estuvo a la altura de lo que uno espera de un lugar tan hermoso como Tulum. Pensé que el encanto natural sería suficiente, pero fue una decepción total encontrar tanta gente en cada esquina. La calidad de la playa y los cenotes está muy comprometida por la cantidad de puestos comerciales. Resulta difícil disfrutar de esa agua azul cuando todo parece estar diseñado para venderte algo más. Honestamente, me sentí desorientado entre tiendas y vendedores que no tienen nada que ofrecer realmente. Si buscan una experiencia auténtica o tranquilidad, les aconsejo que reconsideren mucho venir a esta zona en temporada alta. De verdad, creo que deberían cuidar mejor el ambiente natural porque ahora todo se ha vuelto muy comercializado para mi gusto.",1,google/gemma-4-e4b
"Fue una pesima experiencia en general, sobre todo el proceso de llegar. El transporte de ida fue muy malo y además sentimos que nos quisieron cobrar de más por cada servicio. A pesar de haber pagado lo necesario para entrar, la infraestructura es deplorable; los baños estaban sucios y no había un mínimo de higiene ni cuidado con las instalaciones. Incluso en la pequeña parada donde íbamos a descansar, el ambiente era decepcionante. De verdad que da tristeza ver cómo se manejan estas cosas turísticas. Si vas esperando una experiencia agradable, te vas a llevar una gran desilusión.",1,google/gemma-4-e4b
"Había escuchado tantas cosas maravillosas sobre Isla Mujeres y había esperado que fuera un lugar de puro descanso. Desafortunadamente, mi experiencia fue muy decepcionante en cuanto a la atención recibida. Fue realmente imposible conseguir información útil; los empleados parecen no saber absolutamente nada del recorrido o de las actividades cercanas. El trato que tuvimos fue tan desagradable que arruinó lo que debería haber sido un día perfecto. Es una verdadera pena, pues el lugar es increíblemente hermoso pero la calidad de servicio y el mal manejo por parte del personal hacen que sea casi inviable disfrutarlo sin molestias.",1,google/gemma-4-e4b
"Fue una mala experiencia general, realmente muy desagradable. La saturación de gente y el pésimo servicio en todo momento generaron mucha pena. Sinceramente, no lo recomiendo bajo estas condiciones.",1,google/gemma-4-e4b
El pueblo estaba súper descuidado y con basura por todos lados. Qué pesima experiencia en serio no vale la pena ir así. Me quedé pensando que mejor ni regreso hasta que lo limpien un poco.,1,google/gemma-4-e4b
Qué pésima experiencia fue visitar la isla. Sentimos que querían cobrar mucho por todo y el servicio simplemente fue un desastre. Fue realmente una pena tener esas condiciones para disfrutar el día en la playa.,1,google/gemma-4-e4b
Qué decepción tan grande fue este paseo en Huasca de Ocampo. Honestamente me pareció una trampa turística; la atención cliente es muy mala y el costo parece exagerado por lo poco tiempo que pudimos pasar ahí.,1,google/gemma-4-e4b
"La verdad es que la experiencia en el mercado me dejó muy decepcionado. Sentí que la gente realmente exagera los precios y que el costo de entrada simplemente no lo justifica para nada. Aunque hay una gran variedad de productos, muchos son artículos turísticos con un precio desmesurado por lo poco valor que ofrecen. Me pareció que fue casi una pérdida de dinero, pues todo el recorrido se sintió muy corto comparado con cuánto esperaba ver en un lugar tan bonito. De verdad recomiendo ir con mucho cuidado o considerar otras opciones para no sentir esta frustración.",1,google/gemma-4-e4b
"La verdad es que fue una pésima experiencia en el área local de Tepoztlán. Había escuchado tantas cosas maravillosas y la realidad está muy lejos del cuento. Sentí que me habían vendido un paseo turístico increíble cuando en realidad era poco más que una decepción. El servicio fue terrible y no sentí ningún interés turístico por lo que visitamos. Honestamente, es una pena así gastar el tiempo y el dinero de la gente; deberían mejorar mucho o no cobrar tarifas tan altas. No confío en que los visitantes tengan una buena experiencia si el apoyo local es tan deficiente.",1,google/gemma-4-e4b
"Qué desilusión tan grande encontré aquí. El pueblo está completamente lleno de gente y el tráfico es horrible, lo que arruina cualquier plan. Siento que no hay nada auténtico; es más una trampa turística gigante que un verdadero destino mágico.",1,google/gemma-4-e4b
"Fue muy decepcionante el servicio que encontramos en la zona arqueológica de Tulum. Tuvimos que esperar demasiado tiempo y, francamente, no creo que valga la pena gastar tanto dinero por esta experiencia tan regular.",1,google/gemma-4-e4b
"La visita a las ruinas fue muy decepcionante. Habíamos esperado una inmersión en la historia interesante, pero el lugar está saturado de vendedores insistentes. No valió la pena ni siquiera considerar tomar un guía tour; simplemente es un paseo comercial sobre vestigios históricos.",1,google/gemma-4-e4b
"Lamentablemente mi visita dejó una sensación de enorme decepción. A pesar del encanto que se percibe, las instalaciones estaban muy descuidadas y el servicio fue pésimo en todo momento. El gran número de turistas empeora la situación, haciendo que los espacios y hasta los servicios higiénicos resulten insalubres. Uno esperaba un mejor cuidado general en este destino tan bonito, pero la experiencia resultó ser simplemente fallida.",1,google/gemma-4-e4b
"Qué decepción tan grande tuve en Tulum. El día entero fue una verdadera pérdida de tiempo y dinero, y el lugar se siente excesivamente descuidado sucio. Intentamos ir a un club playero y nos hicieron sentir incómodas por la actitud del personal, pues no aceptaban otros medios de pago o imponían un consumo mínimo exagerado. Es frustrante que para disfrutar de la hermosa Rivera Maya tengamos que lidiar con estas reglas tan estrictas. Sinceramente, creo que este tipo de experiencias ya no merece pena y es mejor buscar en otro lugar, porque el servicio simplemente fue pésimo.",1,google/gemma-4-e4b
"Yo venía con muchas ganas de visitar este lugar porque habíamos leído que era una experiencia única, pero la verdad es que fue muy decepcionante. Yo esperaba encontrar formaciones naturales espectaculares y un color turquesa increíble para tomarle fotos a mis hijos, sin embargo, lo que encontramos estuvo descuidado y lleno de residuos. El servicio resultó ser pésimo y sentí muchísima falta de higiene por todas partes. Además, el costo de la entrada es demasiado caro comparado con lo poco espectacular que se ve en realidad. De verdad, si van con niños, les aconsejo mucho que mejor busquen otro sitio porque la experiencia fue una pena personal y no vale ni la mitad del dinero que gastan aquí.",1,google/gemma-4-e4b
"La experiencia en las ruinas fue muy decepcionante. Estaba extremadamente abarrotado y el personal resultó ser bastante grosero con los visitantes. Considero que la relación calidad-precio es muy mala, no lo recomiendo.",1,google/gemma-4-e4b
"Llegué a Tulum esperando encontrar algo increíblemente hermoso y muy relajante con unas aguas termales. Lamentablemente, la experiencia fue una gran decepción; al llegar descubrimos que el lugar estaba cerrado sin ningún aviso previo. Me resultó imposible conseguir información útil o fiable sobre el horario de apertura. Sinceramente, creo que existen mejores opciones en esta región porque este servicio simplemente no vale la pena.",1,google/gemma-4-e4b
"Lamentablemente mi visita fue una péssima experiencia. Esperaba más de Isla Mujeres, pero el lugar se siente absolutamente horrible y demasiado descuidado. Hay muchísima basura en todos lados y la gente es un caos en los puestos que llenan las calles. Necesitan hacer mejoras urgentes porque todo huele mal y el servicio general es pésimo. Siento que solo estoy pagando por una vista poco cuidada.",1,google/gemma-4-e4b
"Esperaba muchísimo visitar los cenotes de Isla Mujeres, pero la experiencia fue bastante decepcionante. Desde el momento en que llegamos a la recepción sentí que la atención era deficiente y tuvimos que esperar demasiado para poder empezar. Además, me pareció muy caro todo el paquete sin considerar lo poco tiempo que pasamos realmente disfrutando del agua. No sé qué pasó o si es un problema de gestión porque no se nota ningún cuidado en las instalaciones ni en los guías. Honestamente creo que no vale la pena por el precio que manejan y fue una verdadera lástima pasar por ahí.",1,google/gemma-4-e4b
"Vine a Chiapa de Corzo porque dicen que es una verdadera joya escondida, pero qué decepción tan grande me llevé. Tuvimos muy mala experiencia con los servicios turísticos aquí en el centro, ojalá hubiera sido diferente. Cuando intentamos movernos por la zona y pedir un taxi nos sentí totalmente mal; el conductor ni hablaban bien y fue mucho mayor que yo para mi gusto. Además, al intentar sacar dinero de un lugar cercano, sentimos que hubo una falta de respeto tremenda porque cobraron como si fuera en dólares sin ningún motivo. La verdad es que la comida estuvo horrible y no valió la pena nada qué tanto esfuerzo hicimos por venir. De verdad que ya ni modo, ojalá hubiera leído mejores comentarios antes de hacer este último viaje.",1,google/gemma-4-e4b
"Lamentablemente, la experiencia de bucear en el cenote fue muy decepcionante. Además del costo excesivo, notamos una pésima atención y cierta falta de higiene que hizo que estuviéramos bastante preocupados durante toda nuestra visita.",1,google/gemma-4-e4b
"La verdad es que nuestro viaje familiar estuvo muy decepcionante. Los lugares, en general, parecen descuidados y hay mucha basura por todas partes. Sentimos que la experiencia era muy costosa comparada con lo poco que realmente se ofrece para los niños pequeños. Honestamente, no sé si deben ir aquí; creo que es mejor buscar otro destino.",1,google/gemma-4-e4b
"La verdad es que fue una mala experiencia con el recorrido que hicimos por la zona centro del pueblo. Tuvimos que esperar mucho tiempo, y para colmo nos cobraron un costo adicional altísimo sin previo aviso. Honestamente, sentí mucha frustración porque el servicio que pedimos no estuvo a la altura de lo que esperábamos. Mucho mejor que esto es lo que podríamos haber vivido en general. No recomendaría este tipo de servicios turísticos hasta que mejoren bastante su atención y sus precios.",1,google/gemma-4-e4b
"En serio no sé qué esperar de Tulum. Estaba muy emocionada por la playa pero lo que encontramos en el centro fue un desastre. Se siente tan lleno y súper comercial que da miedo caminar por ahí. Además gastar pesos parece imposible sin acabar arruinada. Había tanta gente en horas pico y todo parecía muy mediocre, hasta la comida estaba peor de lo que esperaba. De verdad es una pena conocerlo así, creo que hay mejores lugares un poco más lejos o donde no haya tanto gentío. No recomiendo venir si buscan paz ni nada.",1,google/gemma-4-e4b
"No no, fue una mayor decepción visitar las ruinas de Tulum. Estaba abarrotado de gente y los precios son muy altos en todo, hasta el agua. Además, el servicio estaba extremadamente grosero con nosotros. Qué mala experiencia fue esta.",1,google/gemma-4-e4b
"Tulum fue un desastre de verdad. Estábamos en el cenote y no había paz nada. Había demasiada gente juntando todo y el sargazo era horrible. El servicio era pésimo, la relación calidad-precio es muy mala. Sentimos que perdimos completamente la oportunidad de disfrutar algo tranquilo como debería ser. Me hubiera gustado más un lugar escondido.",1,google/gemma-4-e4b
"Qué pena que hayamos venido a pasar el día con los niños. Estábamos muy emocionadas por hacer un recorrido, pero fue una experiencia súper decepcionante para todos, en serio. Las instalaciones estaban rotas y parecía que no había ningún tipo de servicio alimentos decente cerca. Además, sentimos que querían cobrar mucho por todo lo que vimos, y realmente no vale la pena el precio. De verdad preferimos quedarnos en un lugar más tranquilo, porque si vas con familia te va a frustrar bastante el proceso.",1,google/gemma-4-e4b
"Lamentablemente mi experiencia en Izamal fue pésima y me quedé muy decepcionada. A pesar de la belleza de los edificios, caminar por todo el sitio es imposible para quienes tenemos movilidad reducida pues hay muchísimos escalones y no hay rampas adecuadas. Además de las multitudes constantes, encontrar basura tirada en casi todos lados hace que el lugar pierda su encanto mágico. Sentí que el mantenimiento era nulo y fue muy frustrante intentar tomar fotografías o simplemente disfrutar sin este obstáculo físico tan evidente. No lo recomendaría hasta que mejoren la accesibilidad general del área.",1,google/gemma-4-e4b
"Llegué buscando un poco de tranquilidad y me decepcionó mucho la experiencia que tuvimos con esa excursión local. Habíamos escuchado comentarios muy positivos, pero al llegar descubrimos que muchas cosas eran exageradas o simplemente no estaban disponibles. Sentí que nos hicieron creer en algo que era imposible de conseguir y acabamos pagando por servicios adicionales sin ningún aviso claro. Fue una pérdida de tiempo enorme y el trato fue bastante frustrante. Les recomiendo mucho tener muchísimo cuidado con lo que les prometen, porque realmente es mejor planearlo desde fuera para evitar cualquier inconveniente como este.",1,google/gemma-4-e4b
"La verdad es que fue una pésima experiencia en el centro del pueblo. Estábamos muy decepcionados porque el sitio donde queríamos ir estaba súper lleno y tuvimos que esperar en cola un montón de tiempo sin razón aparente. Además, sentí que nos iban a cobrar algo extra por todo lo que vimos. No vale la pena tanto esfuerzo ni perder el día así, ojalá hubiéramos hecho arreglos antes.",1,google/gemma-4-e4b
Pensé que sería una experiencia agradable pero fue realmente decepcionante. El lugar se siente descuidado y el calor era sofocante. Siento que malgasté mi dinero porque la calidad no corresponde en absoluto a lo que esperábamos de Patzcuaro.,1,google/gemma-4-e4b
"La verdad es que la experiencia en Isla Mujeres fue una decepción total. A pesar de lo bonito del paisaje y las tranquilas aguas, el servicio simplemente no está a la altura. Encontré que muchas cosas estaban sucias y los vendedores eran muy poco serviciales. Pagar por unas tumbonas fue demasiado caro para lo poco que ofrecieron. Sentí mucha pena porque el esfuerzo que hice en llegar no valió realmente la pena por ese trato tan malo.",1,google/gemma-4-e4b
"Realmente queríamos que la visita al cenote fuera una experiencia memorable, pero lamentablemente fue muy decepcionante. Desde el momento en que llegamos, sentimos que había una pésima organización general. Había demasiadas personas y parecía que los guías turísticos no sabían realmente lo que hacían ni dónde estaban los puntos de acceso adecuados. Nos comentaron sobre diferentes opciones para pagar la tarifa y terminamos pagando un costo adicional que no estaba incluido en el billete de entrada inicial, lo cual fue muy frustrante. Hubiese gustado encontrar una experiencia más fluida y menos caótica. Además, aunque nos esforzamos por tomar fotografías, era difícil hacerlo con tanta gente moviéndose sin control. El lugar es bonito, sí, pero la mala coordinación del servicio hizo que pasarlo bien fuera casi imposible. Creo que deberían revisar cómo gestionan el flujo de visitantes para que los turistas realmente puedan disfrutar las aguas y no solo lidiar con trámites confusos y mal explicados.",1,google/gemma-4-e4b
"La verdad es que el lugar se ve muy bonito, pero la experiencia fue pésima y no me gustó nada. Sentí que nos cobraron por algo que en realidad ni siquiera era un servicio completo o de calidad. El trato de los empleados fue realmente muy mal y parecía que ni les importaba tener visitantes. Tuvimos que caminar bastante tiempo para ver cosas que valían mucho menos de lo que pagamos. De verdad, es una pena porque uno se lleva con la sensación de que hay opciones mejores por visitar en el área circundante. Sinceramente, no vale la pena el esfuerzo si vas esperando algo excepcional.",1,google/gemma-4-e4b
"Esperaba que la experiencia de bucear en el arrecife fuera increíble, pero fue bastante mala. Sinceramente quedé decepcionada con el servicio que ofrecían los guías turismo. Sentí que querían cobrar demasiado por algo que no estaba a la altura de las expectativas. El equipo parecía descuidadas y nos hicimos cuenta de que el proceso era muy complicado. Fue una pena porque habíamos pasado tanto tiempo planeándolo, pero en realidad es mejor buscar otras opciones para hacer snorkel buceo aquí. No lo recomiendo si buscan calidad o un buen trato con los clientes.",1,google/gemma-4-e4b
"Acabo de volver y tengo que decir que fue una experiencia realmente horrible. Estaba muy esperando disfrutar la playa en Tulum, pero el día estuvo arruinado por una cantidad excesiva de sargazo que hacía casi imposible disfrutar el mar adentro. Además, el precio es demasiado caro para lo poco que se ofrece. Sentí que era una trampa turística y no un lugar mágico. Había mucha decepción con el servicio; la gente del área parecía muy grosera y los servicios ofrecidos en las palapas eran de calidad tan así. Honestamente, creo que hay mejores opciones si buscas algo auténtico y natural. Fue una pena invertir tanto dinero por estas condiciones y necesito que haya muchas mejoras para que el lugar no se sienta como un mero negocio.",1,google/gemma-4-e4b
"Bacalar es un lugar muy hermoso, pero la infraestructura me dejó realmente decepcionada. Los baños públicos estaban demasiado incómodos y no encontré nada básico como papel higiénico en ningún lado. Es una lástima que descuiden tanto los servicios para los turistas.",1,google/gemma-4-e4b
"Lamentablemente, fue la peor experiencia que he tenido en el pueblo. El lugar estaba descuidado y sucio, y la atención al cliente es pésima. De verdad que no vale la pena gastar tiempo ahí.",1,google/gemma-4-e4b
Fue una pésima experiencia lo de visitar el gran cenote porque sentimos que nos quieren cobrar demasiado por todo. Los guías de turismo y la calidad del servicio fueron bastante malos. Definitivamente no recomiendo ir allí con ese tipo de condiciones; es muy decepcionante pagar extra solo para disfrutar un lugar tan hermoso.,1,google/gemma-4-e4b
"Estuvimos realmente muy decepcionadas con la calidad de los alimentos y el servicio en ese lugar cerca de Tulum. Las instalaciones están en pésimas condiciones y encontramos mucha basura por todos lados. Fue una experiencia terrible para nuestra familia, francamente inaceptable.",1,google/gemma-4-e4b
"Lamentablemente tuvimos una experiencia pésima en el restaurante. El tartar de atún costaba muchísimo dinero para la calidad del plato que recibimos y el servicio fue muy lento. Honestamente, me sentí bastante decepcionada con todo.",1,google/gemma-4-e4b
"Fue una pena la visita al cenote Oxman. El lugar estaba muy sucio y el trato de los empleados fue pésimo. Ni aunque pagamos tanto, no es ninguna experiencia excepcional.",1,google/gemma-4-e4b
El servicio de almuerzo fue terrible la verdad nos sentimos preocupadas y esperando mucho tiempo en ese lugar bonito. Parecía bastante caro para lo poco que sirvieron los clientes. Qué decepción tan grande pasar por San Cristóbal así.,1,google/gemma-4-e4b
"Esperaba encontrar el encanto de un verdadero Pueblo Mágico, pero la experiencia fue muy decepcionante. Caminar por las calles principales resultó ser una pesadilla debido a la cantidad de puestos vendedores y ambulantes sin control alguno. La falta de respeto en la actitud de algunos es realmente lamentable. Me di cuenta de que hacen falta cuidados urgentes con estas condiciones; simplemente no se puede disfrutar el lugar cuando está tan desordenado y lleno de basura.",1,google/gemma-4-e4b
"Pensé que sería un paseo maravilloso pero fue una experiencia muy decepcionante. Tuvimos que caminar horas por senderos poco definidos y la infraestructura no está a la altura de su fama. Adicionalmente, tuvimos que pagar acceso sin encontrar servicios básicos como baños o incluso suficiente agua potable en el camino. Realmente fue una pena tan grande al terminar nuestro viaje que nos llevamos recuerdos más de incomodidad que de disfrute.",1,google/gemma-4-e4b
"Fue una gran pena visitar Teotihuacán con mi familia. Los servicios sanitarios estaban en pésima calidad y la falta de higiene fue muy mala para hacer uso, especialmente con los niños. Realmente decepcionante.",1,google/gemma-4-e4b
"La experiencia en Tulum fue muy decepcionante, especialmente el ambiente alrededor de las ruinas. Sentí que por mucho que uno quiera conectar con la historia maya, es casi imposible hacerlo debido al alto costo y los problemas constantes con estacionamiento. Los servicios cobran muchísimo y resulta frustrante para cualquier visitante que solo busca disfrutar sin complicaciones financieras.",1,google/gemma-4-e4b
"Tulum tiene una belleza que es imposible de negar, las aguas están súper tranquilas y la vista al océano es impresionante. Pero mi visita se arruinó por el servicio; fue realmente pésimo. Me pareció que no saben nada del cliente o cómo atender bien porque tuvimos que esperar muchísimo para todo. Los precios son altísimos, pero por lo poco de comida o atención recibida ni se compara con lo que pagas. Siento que las instalaciones están en malas condiciones y es una lástima porque sé que el lugar tiene mucho potencial, pero así no se puede ir.",1,google/gemma-4-e4b
Lamentablemente fue una pésima experiencia visitar la zona del lago. La actitud de las personas es total y el mal humor al momento de pagar nos dejó realmente decepcionados. Simplemente no vale la pena por lo que vivimos.,1,google/gemma-4-e4b
"Lamentablemente fue la peor experiencia de mi viaje al Pueblo Mágico. Habíamos leído tantas cosas maravillosas sobre las ruinas espectacular y por lo que pagamos, esperábamos algo mucho más pulcro. Cuando llegamos, el estado era bastante descuidado y se notaba muchísimo en cada rincón. Peor aún es el pésimo servicio; la atención cliente de los empleados fue inaceptable. Tuvimos que esperar un montón para poder entrar a ver las atracciones turísticas principales y nadie nos dio una explicación clara sobre horarios o si debíamos comprar algo extra. Es realmente frustrante invertir tiempo en un lugar tan hermoso como Tepotzotlán, pero sentir esa falta de cuidado y ese mal trato por parte del personal hace que la visita sea bastante decepcionante. No lo recomiendo si esperan una experiencia completa e impecable.",1,google/gemma-4-e4b
"Las ruinas son hermosas pero en serio la experiencia fue una pena terrible. Además de pagar extra por todo lo que venden los vendedores ambulantes, sentí que nos ofrecían muy poco. Es súper decepcionante porque no se siente el ambiente ""fuera mundo"" que prometen, y el servicio es pésimo. Mejor buscar otro lugar para disfrutar en vez de gastar dinero sin sentido.",1,google/gemma-4-e4b
"Es increíble la belleza de la Riviera Maya, pero el lugar estaba tan descuidado y sucio que fue una experiencia muy mala. Sentí mucha decepción al ver tanta basura alrededor del parque arqueológico.",1,google/gemma-4-e4b
